date,copper,usd,eur
2014-10-30,48430,,
2014-10-29,48215,,
2014-10-28,48150,,
2014-10-27,47860,,
2014-10-24,48025,,
2014-10-23,47950,,
2014-10-22,47970,,
2014-10-21,47690,,
2014-10-20,47640,,
2014-10-17,47675,,
2014-10-16,48260,,
2014-10-15,48765,,
2014-10-14,48500,,
2014-10-13,48625,,
2014-10-10,48400,,
2014-10-09,48490,,
2014-10-08,48740,,
2014-09-30,48850,,
2014-09-29,48275,,
2014-09-26,48550,,
2014-09-25,48575,,
2014-09-24,48480,,
2014-09-23,48750,,
2014-09-22,48750,,
2014-09-19,49475,,
2014-09-18,49790,,
2014-09-17,49970,,
2014-09-16,49320,,
2014-09-15,48875,,
2014-09-12,49260,,
2014-09-11,49600,,
2014-09-10,49685,,
2014-09-09,50390,,
2014-09-05,50480,,
2014-09-04,50315,,
2014-09-03,50400,,
2014-09-02,50410,,
2014-09-01,50510,,
2014-08-29,50275,,
2014-08-28,50650,,
2014-08-27,50760,,
2014-08-26,51090,,
2014-08-25,51335,,
2014-08-22,51240,,
2014-08-21,50785,,
2014-08-20,49675,,
2014-08-19,49580,,
2014-08-18,49500,,
2014-08-15,49310,,
2014-08-14,49500,,
2014-08-13,49990,,
2014-08-12,50130,,
2014-08-11,50470,,
2014-08-08,50240,,
2014-08-07,50260,,
2014-08-06,50405,,
2014-08-05,50700,,
2014-08-04,50600,,
2014-08-01,50665,,
2014-07-31,50660,,
2014-07-30,50425,,
2014-07-29,50700,,
2014-07-28,50475,,
2014-07-25,50750,,
2014-07-24,50600,,
2014-07-23,50100,,
2014-07-22,50150,,
2014-07-21,49830,,
2014-07-18,50280,,
2014-07-17,50340,,
2014-07-16,50950,,
2014-07-15,50950,,
2014-07-14,51650,,
2014-07-11,51525,,
2014-07-10,51270,,
2014-07-09,51620,,
2014-07-08,51600,,
2014-07-07,51750,,
2014-07-04,52275,,
2014-07-03,52070,,
2014-07-02,51450,,
2014-07-01,51625,,
2014-06-30,50760,,
2014-06-27,50640,,
2014-06-26,50580,,
2014-06-25,50160,,
2014-06-24,50300,,
2014-06-23,50675,,
2014-06-20,49670,,
2014-06-19,49125,,
2014-06-18,49325,,
2014-06-17,49275,,
2014-06-16,48990,,
2014-06-13,49075,,
2014-06-12,48690,,
2014-06-11,48560,,
2014-06-10,48425,,
2014-06-09,48940,,
2014-06-06,49950,,
2014-06-05,49990,,
2014-06-04,50000,,
2014-06-03,50080,,
2014-05-30,49670,,
2014-05-29,49970,,
2014-05-28,50260,,
2014-05-27,50450,,
2014-05-26,50590,,
2014-05-23,49940,,
2014-05-22,49890,,
2014-05-21,49900,,
2014-05-20,50540,,
2014-05-19,50650,,
2014-05-16,50525,,
2014-05-15,50480,,
2014-05-14,50090,,
2014-05-13,50465,,
2014-05-12,50300,,
2014-05-09,49390,,
2014-05-08,48890,,
2014-05-07,49300,,
2014-05-06,49390,,
2014-05-05,49670,,
2014-04-30,49710,,
2014-04-29,49875,,
2014-04-28,50700,,
2014-04-25,49850,,
2014-04-24,48375,,
2014-04-23,48130,,
2014-04-22,48040,,
2014-04-21,48200,,
2014-04-18,47900,,
2014-04-17,47820,,
2014-04-16,47430,,
2014-04-15,47690,,
2014-04-14,48450,,
2014-04-11,47415,,
2014-04-10,47350,,
2014-04-09,47550,,
2014-04-08,47570,,
2014-04-04,47290,,
2014-04-03,46900,,
2014-04-02,47150,,
2014-04-01,47020,,
2014-03-31,47000,,
2014-03-28,46560,,
2014-03-27,46360,,
2014-03-26,46450,,
2014-03-25,45875,,
2014-03-24,45360,,
2014-03-21,45380,,
2014-03-20,45765,,
2014-03-19,45050,,
2014-03-18,45100,,
2014-03-17,44735,,
2014-03-14,44325,,
2014-03-13,44740,,
2014-03-12,44340,,
2014-03-11,45990,,
2014-03-10,46550,,
2014-03-07,49000,,
2014-03-06,48910,,
2014-03-05,49110,,
2014-03-04,48610,,
2014-03-03,48650,,
2014-02-28,49080,,
2014-02-27,49100,,
2014-02-26,49350,,
2014-02-25,49700,,
2014-02-24,49710,,
2014-02-21,50350,,
2014-02-20,50325,,
2014-02-19,50600,,
2014-02-18,50800,,
2014-02-17,50940,,
2014-02-14,50630,,
2014-02-13,50610,,
2014-02-12,50560,,
2014-02-11,50500,,
2014-02-10,50910,,
2014-02-07,50980,,
2014-01-21,51600,,
2014-01-20,51925,,
2014-01-17,51850,,
2014-01-16,52100,,
2014-01-15,51800,,
2014-01-14,52030,,
2014-01-13,52105,,
2014-01-10,51550,,
2014-01-09,52060,,
2014-01-08,52250,,
2014-01-07,52160,,
2014-01-06,52100,,
2014-01-03,52150,,
2014-01-02,52370,,
2013-12-31,52150,,
2013-12-30,52050,,
2013-12-27,51910,,
2013-12-26,52050,,
2013-12-25,51850,,
2013-12-24,51385,,
2013-12-23,51375,,
2013-12-20,51150,,
2013-12-19,51100,,
2013-12-18,51200,,
2013-12-17,51460,,
2013-12-16,51325,,
2013-12-13,51250,,
2013-12-12,51380,,
2013-12-11,51230,,
2013-12-10,51210,,
2013-12-09,51090,,
2013-12-06,50865,,
2013-12-05,50960,,
2013-12-04,50560,,
2013-12-03,50510,,
2013-12-02,50880,,
2013-11-29,50870,,
2013-11-28,50770,,
2013-11-27,50800,,
2013-11-26,51020,,
2013-11-25,51090,,
2013-11-22,50975,,
2013-11-21,50500,,
2013-11-20,50750,,
2013-11-19,50300,,
2013-11-18,50580,,
2013-11-15,50910,,
2013-11-14,50750,,
2013-11-13,51150,,
2013-11-12,51620,,
2013-11-11,51800,,
2013-11-08,51720,,
2013-11-07,51520,,
2013-11-06,51625,,
2013-11-05,51680,,
2013-11-04,51850,,
2013-10-31,51960,,
2013-10-30,51875,,
2013-10-29,51500,,
2013-10-28,51750,,
2013-10-25,51850,,
2013-10-24,51920,,
2013-10-23,52375,,
2013-10-22,52300,,
2013-10-21,52175,,
2013-10-18,52350,,
2013-10-17,52400,,
2013-10-16,52500,,
2013-10-15,52450,,
2013-10-14,52200,,
2013-10-11,52175,,
2013-10-10,51935,,
2013-10-09,52370,,
2013-10-08,52750,,
2013-09-30,52675,,
2013-09-27,52675,,
2013-09-26,52150,,
2013-09-25,52185,,
2013-09-24,52560,,
2013-09-23,52450,,
2013-09-18,51950,,
2013-09-17,51910,,
2013-09-16,52030,,
2013-09-13,51775,,
2013-09-12,52190,,
2013-09-11,52525,,
2013-09-10,52450,,
2013-09-09,52750,,
2013-09-06,52320,,
2013-09-05,52190,,
2013-09-04,52680,,
2013-09-03,52860,,
2013-09-02,52860,,
2013-08-30,52450,,
2013-08-29,52790,,
2013-08-28,53340,,
2013-08-27,53400,,
2013-08-26,53725,,
2013-08-23,53250,,
2013-08-22,53200,,
2013-08-21,52975,,
2013-08-20,53100,,
2013-08-19,53390,,
2013-08-16,53300,,
2013-08-15,52775,,
2013-08-14,52650,,
2013-08-13,52540,,
2013-08-12,52315,,
2013-08-09,51950,,
2013-08-08,51725,,
2013-08-07,50840,,
2013-08-06,50900,,
2013-08-05,50965,,
2013-08-02,50925,,
2013-08-01,50790,,
2013-07-31,49900,,
2013-07-30,50100,,
2013-07-29,49975,,
2013-07-26,51040,,
2013-07-25,51100,,
2013-07-24,51050,,
2013-07-23,51315,,
2013-07-22,50950,,
2013-07-19,50750,,
2013-07-18,50265,,
2013-07-17,50985,,
2013-07-16,50600,,
2013-07-15,50500,,
2013-07-12,50925,,
2013-07-11,50720,,
2013-07-10,49335,,
2013-07-09,49880,,
2013-07-08,49640,,
2013-07-05,50200,,
2013-07-04,50750,,
2013-07-03,50675,,
2013-07-02,50550,,
2013-07-01,49400,,
2013-06-28,48970,,
2013-06-27,49200,,
2013-06-26,49160,,
2013-06-25,48850,,
2013-06-24,49600,,
2013-06-21,49950,,
2013-06-20,50800,,
2013-06-19,51500,,
2013-06-18,52050,,
2013-06-17,52430,,
2013-06-14,52400,,
2013-06-13,52575,,
2013-06-07,53550,,
2013-06-06,53890,,
2013-06-05,53930,,
2013-06-04,53740,,
2013-06-03,53690,,
2013-05-31,53625,,
2013-05-30,53050,,
2013-05-29,53675,,
2013-05-28,53350,,
2013-05-27,53550,,
2013-05-24,53800,,
2013-05-23,53600,,
2013-05-22,54140,,
2013-05-21,54160,,
2013-05-20,53640,,
2013-05-17,53330,,
2013-05-16,52850,,
2013-05-15,53280,,
2013-05-14,53920,,
2013-05-13,53900,,
2013-05-10,53635,,
2013-05-09,53590,,
2013-05-08,53325,,
2013-05-07,53465,,
2013-05-06,53130,,
2013-05-03,51250,,
2013-05-02,50650,,
2013-04-26,52550,,
2013-04-25,51700,,
2013-04-24,50400,,
2013-04-23,50150,,
2013-04-22,50640,,
2013-04-19,50900,,
2013-04-18,50740,,
2013-04-17,53300,,
2013-04-16,53000,,
2013-04-15,54150,,
2013-04-12,55400,,
2013-04-11,55400,,
2013-04-10,55610,,
2013-04-09,55225,,
2013-04-08,54710,,
2013-04-03,54830,,
2013-04-02,54615,,
2013-04-01,54475,,
2013-03-29,55315,,
2013-03-28,55740,,
2013-03-27,55815,,
2013-03-26,55865,,
2013-03-25,56180,,
2013-03-22,55920,,
2013-03-21,56250,,
2013-03-20,55525,,
2013-03-19,55540,,
2013-03-18,55590,,
2013-03-15,56900,,
2013-03-14,56560,,
2013-03-13,56900,,
2013-03-12,56675,,
2013-03-11,56675,,
2013-03-08,56590,,
2013-03-07,56280,,
2013-03-06,56660,,
2013-03-05,56440,,
2013-03-04,56190,,
2013-03-01,56525,,
2013-02-28,57150,,
2013-02-27,57110,,
2013-02-26,56970,,
2013-02-25,56960,,
2013-02-22,57220,,
2013-02-21,57190,,
2013-02-20,58140,,
2013-02-19,,,
2013-02-18,58590,,
2013-01-30,58425,,
2013-01-29,57935,,
2013-01-28,57935,,
2013-01-25,58120,,
2013-01-24,57915,,
2013-01-23,57975,,
2013-01-22,57950,,
2013-01-21,57710,,
2013-01-18,57650,,
2013-01-17,57300,,
2013-01-16,57500,,
2013-01-15,57550,,
2013-01-14,57725,,
2013-01-11,57970,,
2013-01-10,57670,,
2013-01-09,57540,,
2013-01-08,57580,,
2013-01-07,57560,,
2013-01-04,57525,,
2012-12-31,57100,,
2012-12-28,56790,,
2012-12-27,56750,,
2012-12-26,56525,,
2012-12-25,56380,,
2012-12-24,56485,,
2012-12-21,56125,,
2012-12-20,56450,,
2012-12-19,57185,,
2012-12-18,57580,,
2012-12-17,57425,,
2012-12-14,57280,,
2012-12-13,57190,,
2012-12-12,57430,,
2012-12-11,57490,,
2012-12-10,57300,,
2012-12-07,57035,,
2012-12-06,57300,,
2012-12-05,57175,,
2012-12-04,57000,,
2012-12-03,57125,,
2012-11-30,56510,,
2012-11-29,56075,,
2012-11-28,56135,,
2012-11-27,56155,,
2012-11-26,56040,,
2012-11-23,55700,,
2012-11-22,55975,,
2012-11-21,56050,,
2012-11-20,56285,,
2012-11-19,55975,,
2012-11-16,55850,,
2012-11-15,55650,,
2012-11-14,55710,,
2012-11-13,55575,,
2012-11-12,55425,,
2012-11-09,56035,,
2012-11-08,55705,,
2012-11-07,56200,,
2012-11-06,55920,,
2012-11-05,55800,,
2012-11-02,56700,,
2012-11-01,56620,,
2012-10-31,56600,,
2012-10-30,56350,,
2012-10-29,56850,,
2012-10-26,57025,,
2012-10-25,57225,,
2012-10-24,57250,,
2012-10-23,57760,,
2012-10-22,57920,,
2012-10-19,58800,,
2012-10-18,59025,,
2012-10-17,58615,,
2012-10-16,58710,,
2012-10-15,58465,,
2012-10-12,59150,,
2012-10-11,58950,,
2012-10-10,59040,,
2012-10-09,59375,,
2012-10-08,59175,,
2012-09-28,59200,,
2012-09-27,58950,,
2012-09-26,59025,,
2012-09-25,59250,,
2012-09-24,59140,,
2012-09-21,59875,,
2012-09-20,59920,,
2012-09-19,59900,,
2012-09-18,59840,,
2012-09-17,60150,,
2012-09-14,59975,,
2012-09-13,58625,,
2012-09-12,58600,,
2012-09-11,58240,,
2012-09-10,58315,,
2012-09-07,56815,,
2012-09-06,56600,,
2012-09-05,56380,,
2012-09-04,56440,,
2012-09-03,56275,,
2012-08-31,55975,,
2012-08-30,55700,,
2012-08-29,55900,,
2012-08-28,55890,,
2012-08-27,56185,,
2012-08-24,56225,,
2012-08-23,56290,,
2012-08-22,55890,,
2012-08-21,55450,,
2012-08-20,55475,,
2012-08-17,55400,,
2012-08-16,55250,,
2012-08-15,55080,,
2012-08-14,54950,,
2012-08-13,55320,,
2012-08-10,55520,,
2012-08-09,55590,,
2012-08-08,55475,,
2012-08-07,55225,,
2012-08-06,55000,,
2012-08-03,54510,,
2012-08-02,55015,,
2012-08-01,55130,,
2012-07-31,55350,,
2012-07-30,55530,,
2012-07-27,54925,,
2012-07-26,54685,,
2012-07-25,54925,,
2012-07-24,55035,,
2012-07-23,55320,,
2012-07-20,56280,,
2012-07-19,56025,,
2012-07-18,55900,,
2012-07-17,56265,,
2012-07-16,56075,,
2012-07-13,55675,,
2012-07-12,55475,,
2012-07-11,55565,,
2012-07-10,55730,,
2012-07-09,55600,,
2012-07-06,56050,,
2012-07-05,56250,,
2012-07-04,56290,,
2012-07-03,56050,,
2012-07-02,55825,,
2012-06-29,54950,,
2012-06-28,54800,,
2012-06-27,54590,,
2012-06-26,55250,,
2012-06-25,55250,,
2012-06-21,55420,,
2012-06-20,55990,,
2012-06-19,55890,,
2012-06-18,55750,,
2012-06-15,55400,,
2012-06-14,54900,,
2012-06-13,54840,,
2012-06-12,54740,,
2012-06-11,55350,,
2012-06-08,54450,,
2012-06-07,55090,,
2012-06-06,54775,,
2012-06-05,54625,,
2012-06-04,54350,,
2012-06-01,55475,,
2012-05-31,55425,,
2012-05-30,56125,,
2012-05-29,56625,,
2012-05-28,56635,,
2012-05-25,55900,,
2012-05-24,55840,,
2012-05-23,56075,,
2012-05-22,56740,,
2012-05-21,56650,,
2012-05-18,56050,,
2012-05-17,55835,,
2012-05-16,56000,,
2012-05-15,56200,,
2012-05-14,57150,,
2012-05-11,57800,,
2012-05-10,57750,,
2012-05-09,57640,,
2012-05-08,58030,,
2012-05-07,57750,,
2012-05-04,58235,,
2012-05-03,58340,,
2012-05-02,58500,,
2012-04-27,58275,,
2012-04-26,57775,,
2012-04-25,57590,,
2012-04-24,57530,,
2012-04-23,57630,,
2012-04-20,57570,,
2012-04-19,57425,,
2012-04-18,57175,,
2012-04-17,56850,,
2012-04-16,56835,,
2012-04-13,58025,,
2012-04-12,57835,,
2012-04-11,57965,,
2012-04-10,59225,,
2012-04-09,59490,,
2012-04-06,59340,,
2012-04-05,59075,,
2012-03-30,59300,,
2012-03-29,59060,,
2012-03-28,59600,,
2012-03-27,59825,,
2012-03-26,59525,,
2012-03-23,59140,,
2012-03-22,59375,,
2012-03-21,59585,,
2012-03-20,59660,,
2012-03-19,59650,,
2012-03-16,60050,,
2012-03-15,59510,,
2012-03-14,60200,,
2012-03-13,59925,,
2012-03-12,59750,,
2012-03-09,59375,,
2012-03-08,58950,,
2012-03-07,58790,,
2012-03-06,59775,,
2012-03-05,60330,,
2012-03-02,60300,,
2012-03-01,59750,,
2012-02-29,59900,,
2012-02-28,59650,,
2012-02-27,59400,,
2012-02-24,59400,,
2012-02-23,59385,,
2012-02-22,59475,,
2012-02-21,58975,,
2012-02-20,59040,,
2012-02-17,59275,,
2012-02-16,58775,,
2012-02-15,59575,,
2012-02-14,59425,,
2012-02-13,59750,,
2012-02-10,60670,,
2012-02-09,60550,,
2012-02-08,59500,,
2012-02-07,59450,,
2012-02-06,59650,,
2012-02-03,58875,,
2012-02-02,58900,,
2012-02-01,59025,,
2012-01-31,59450,,
2012-01-13,57050,,
2012-01-12,56300,,
2012-01-11,55825,,
2012-01-10,55225,,
2012-01-09,55325,,
2012-01-06,55900,,
2012-01-05,55875,,
2012-01-04,56300,,
2011-12-30,55250,,
2011-12-29,54625,,
2011-12-28,55225,,
2011-12-27,55140,,
2011-12-26,55450,,
2011-12-23,55575,,
2011-12-22,55000,,
2011-12-21,55150,,
2011-12-20,54420,,
2011-12-19,54375,,
2011-12-16,54550,,
2011-12-15,54550,,
2011-12-14,56250,,
2011-12-13,56550,,
2011-12-12,57475,,
2011-12-09,57800,,
2011-12-08,58035,,
2011-12-07,58250,,
2011-12-06,58010,,
2011-12-05,58525,,
2011-12-02,58350,,
2011-12-01,58400,,
2011-11-30,56275,,
2011-11-29,56600,,
2011-11-28,56875,,
2011-11-25,55575,,
2011-11-24,55400,,
2011-11-23,56525,,
2011-11-22,56600,,
2011-11-21,56775,,
2011-11-18,56925,,
2011-11-17,57475,,
2011-11-16,58050,,
2011-11-15,58250,,
2011-11-14,58700,,
2011-11-11,56450,,
2011-11-10,55975,,
2011-11-09,58750,,
2011-11-08,58325,,
2011-11-07,58625,,
2011-11-04,59075,,
2011-11-03,58250,,
2011-11-02,58325,,
2011-11-01,59525,,
2011-10-31,59350,,
2011-10-28,60175,,
2011-10-27,58075,,
2011-10-26,57325,,
2011-10-25,57200,,
2011-10-24,54450,,
2011-10-21,53150,,
2011-10-20,52475,,
2011-10-19,55350,,
2011-10-18,55100,,
2011-10-17,56425,,
2011-10-14,55425,,
2011-10-13,55175,,
2011-10-12,54650,,
2011-10-11,55450,,
2011-10-10,55150,,
2011-09-30,53300,,
2011-09-29,52650,,
2011-09-28,55725,,
2011-09-27,55450,,
2011-09-26,56025,,
2011-09-23,57950,,
2011-09-22,61475,,
2011-09-21,62875,,
2011-09-20,63250,,
2011-09-19,64300,,
2011-09-16,65750,,
2011-09-15,65400,,
2011-09-14,66350,,
2011-09-13,66900,,
2011-09-09,67965,,
2011-09-08,67965,,
2011-09-07,67415,,
2011-09-06,67150,,
2011-09-05,67840,,
2011-09-02,68050,,
2011-09-01,68440,,
2011-08-31,68140,,
2011-08-30,68250,,
2011-08-29,67420,,
2011-08-26,67175,,
2011-08-25,67035,,
2011-08-24,66825,,
2011-08-23,66650,,
2011-08-22,67075,,
2011-08-19,66675,,
2011-08-18,67290,,
2011-08-17,67025,,
2011-08-16,67050,,
2011-08-15,67275,,
2011-08-12,67165,,
2011-08-11,66800,,
2011-08-10,67075,,
2011-08-09,64750,,
2011-08-08,68175,,
2011-08-05,69575,,
2011-08-04,71400,,
2011-08-03,71725,,
2011-08-02,71700,,
2011-08-01,72325,,
2011-07-29,72125,,
2011-07-28,71850,,
2011-07-27,71950,,
2011-07-26,71725,,
2011-07-25,71410,,
2011-07-22,71520,,
2011-07-21,71900,,
2011-07-20,72050,,
2011-07-19,71825,,
2011-07-18,71880,,
2011-07-15,71625,,
2011-07-14,71680,,
2011-07-13,71600,,
2011-07-12,71135,,
2011-07-11,71710,,
2011-07-08,71850,,
2011-07-07,70875,,
2011-07-06,70700,,
2011-07-05,70475,,
2011-07-04,70650,,
2011-07-01,69825,,
2011-06-30,69425,,
2011-06-29,68525,,
2011-06-28,68350,,
2011-06-27,68375,,
2011-06-24,68675,,
2011-06-23,68350,,
2011-06-22,68775,,
2011-06-21,68600,,
2011-06-20,68800,,
2011-06-17,69075,,
2011-06-16,69150,,
2011-06-15,69325,,
2011-06-14,68550,,
2011-06-13,68500,,
2011-06-10,69100,,
2011-06-09,69025,,
2011-06-08,69000,,
2011-06-07,69550,,
2011-06-03,69350,,
2011-06-02,68775,,
2011-06-01,69425,,
2011-05-31,69410,,
2011-05-30,69400,,
2011-05-27,69025,,
2011-05-26,69000,,
2011-05-25,68350,,
2011-05-24,67700,,
2011-05-23,68150,,
2011-05-20,68075,,
2011-05-19,68425,,
2011-05-18,67550,,
2011-05-17,66625,,
2011-05-16,66900,,
2011-05-13,66600,,
2011-05-12,66500,,
2011-05-11,67900,,
2011-05-10,68075,,
2011-05-09,68050,,
2011-05-06,67535,,
2011-05-05,69000,,
2011-05-04,70100,,
2011-05-03,70475,,
2011-04-29,70550,,
2011-04-28,71175,,
2011-04-27,70950,,
2011-04-26,70650,,
2011-04-25,71525,,
2011-04-22,71825,,
2011-04-21,71825,,
2011-04-20,71400,,
2011-04-19,70600,,
2011-04-18,71375,,
2011-04-15,71475,,
2011-04-14,71550,,
2011-04-13,71950,,
2011-04-12,72940,,
2011-04-11,73500,,
2011-04-08,72525,,
2011-04-07,71900,,
2011-04-06,71400,,
2011-04-01,71050,,
2011-03-31,70700,,
2011-03-30,71075,,
2011-03-29,70950,,
2011-03-28,71550,,
2011-03-25,72260,,
2011-03-24,72250,,
2011-03-23,71425,,
2011-03-22,71075,,
2011-03-21,71300,,
2011-03-18,71275,,
2011-03-17,70050,,
2011-03-16,69550,,
2011-03-15,69150,,
2011-03-14,68900,,
2011-03-11,69650,,
2011-03-10,69250,,
2011-03-09,70850,,
2011-03-08,71100,,
2011-03-07,73265,,
2011-03-04,73250,,
2011-03-03,73390,,
2011-03-02,72850,,
2011-03-01,72850,,
2011-02-28,72440,,
2011-02-25,71250,,
2011-02-24,71175,,
2011-02-23,71225,,
2011-02-22,73000,,
2011-02-21,73000,,
2011-02-18,73900,,
2011-02-17,74000,,
2011-02-16,74250,,
2011-02-15,74950,,
2011-02-14,74300,,
2011-02-11,74210,,
2011-02-10,74050,,
2011-02-09,74175,,
2011-01-24,71000,,
2011-01-21,70200,,
2011-01-20,71075,,
2011-01-19,71050,,
2011-01-18,70425,,
2011-01-17,70625,,
2011-01-14,70110,,
2011-01-13,70440,,
2011-01-12,70375,,
2011-01-11,69575,,
2011-01-10,69380,,
2011-01-07,70250,,
2011-01-06,70775,,
2011-01-05,69910,,
2011-01-04,70700,,
2010-12-31,69350,,
2010-12-30,67950,,
2010-12-29,67875,,
2010-12-28,67775,,
2010-12-27,67825,,
2010-12-24,67175,,
2010-12-23,67550,,
2010-12-22,68225,,
2010-12-21,67650,,
2010-12-20,67750,,
2010-12-17,67075,,
2010-12-16,66475,,
2010-12-15,67350,,
2010-12-14,67450,,
2010-12-13,67100,,
2010-12-10,66025,,
2010-12-09,66325,,
2010-12-08,65175,,
2010-12-07,64750,,
2010-12-06,64650,,
2010-12-03,64225,,
2010-12-02,64275,,
2010-12-01,62650,,
2010-11-30,62100,,
2010-11-29,61650,,
2010-11-26,61600,,
2010-11-25,62175,,
2010-11-24,62075,,
2010-11-23,61850,,
2010-11-22,63175,,
2010-11-19,62975,,
2010-11-18,62000,,
2010-11-17,61800,,
2010-11-16,64575,,
2010-11-15,65350,,
2010-11-12,66000,,
2010-11-11,67850,,
2010-11-10,66600,,
2010-11-09,66425,,
2010-11-08,65525,,
2010-11-05,65675,,
2010-11-04,63540,,
2010-11-03,63450,,
2010-11-02,63040,,
2010-11-01,63050,,
2010-10-29,62800,,
2010-10-28,63380,,
2010-10-27,63800,,
2010-10-26,63850,,
2010-10-25,63450,,
2010-10-22,62425,,
2010-10-21,62600,,
2010-10-20,62200,,
2010-10-19,63250,,
2010-10-18,62775,,
2010-10-15,62915,,
2010-10-14,62950,,
2010-10-13,62325,,
2010-10-12,62125,,
2010-10-11,62400,,
2010-10-08,60850,,
2010-09-30,59950,,
2010-09-29,60400,,
2010-09-28,60350,,
2010-09-27,60450,,
2010-09-21,59750,,
2010-09-20,60150,,
2010-09-17,59500,,
2010-09-16,59175,,
2010-09-15,59115,,
2010-09-14,59400,,
2010-09-13,59250,,
2010-09-10,58630,,
2010-09-09,58725,,
2010-09-08,59550,,
2010-09-07,59580,,
2010-09-06,59975,,
2010-09-03,59660,,
2010-09-02,59750,,
2010-09-01,59550,,
2010-08-31,58700,,
2010-08-30,59075,,
2010-08-27,57660,,
2010-08-26,57540,,
2010-08-25,57190,,
2010-08-24,57375,,
2010-08-23,57350,,
2010-08-20,57575,,
2010-08-19,57925,,
2010-08-18,58275,,
2010-08-17,57525,,
2010-08-16,57250,,
2010-08-13,56750,,
2010-08-12,56575,,
2010-08-11,57450,,
2010-08-10,57650,,
2010-08-09,57950,,
2010-08-06,57325,,
2010-08-05,57575,,
2010-08-04,57450,,
2010-08-03,57750,,
2010-08-02,57400,,
2010-07-30,56225,,
2010-07-29,56150,,
2010-07-28,55600,,
2010-07-27,55625,,
2010-07-26,55450,,
2010-07-23,55300,,
2010-07-22,54275,,
2010-07-21,54000,,
2010-07-20,53400,,
2010-07-19,53050,,
2010-07-16,53750,,
2010-07-15,53725,,
2010-07-14,53740,,
2010-07-13,53425,,
2010-07-12,54075,,
2010-07-09,53975,,
2010-07-08,53750,,
2010-07-07,53225,,
2010-07-06,52975,,
2010-07-05,52975,,
2010-07-02,52375,,
2010-07-01,52425,,
2010-06-30,52400,,
2010-06-29,54000,,
2010-06-28,54500,,
2010-06-25,54000,,
2010-06-24,53975,,
2010-06-23,53575,,
2010-06-22,53300,,
2010-06-21,52450,,
2010-06-18,52000,,
2010-06-17,52600,,
2010-06-10,51825,,
2010-06-09,50125,,
2010-06-08,49975,,
2010-06-07,50085,,
2010-06-04,53375,,
2010-06-03,53900,,
2010-06-02,54075,,
2010-06-01,54775,,
2010-05-31,55540,,
2010-05-28,55700,,
2010-05-27,54775,,
2010-05-26,55000,,
2010-05-25,55000,,
2010-05-24,55200,,
2010-05-21,53750,,
2010-05-20,54300,,
2010-05-19,53425,,
2010-05-18,53075,,
2010-05-17,54125,,
2010-05-14,56425,,
2010-05-13,56340,,
2010-05-12,56300,,
2010-05-11,56500,,
2010-05-10,55850,,
2010-05-07,55375,,
2010-05-06,56850,,
2010-05-05,56625,,
2010-05-04,58135,,
2010-04-30,58525,,
2010-04-29,58565,,
2010-04-28,58325,,
2010-04-27,59950,,
2010-04-26,60630,,
2010-04-23,60225,,
2010-04-22,59950,,
2010-04-21,59775,,
2010-04-20,59800,,
2010-04-19,59600,,
2010-04-16,61380,,
2010-04-15,61575,,
2010-04-14,61550,,
2010-04-13,61450,,
2010-04-12,61925,,
2010-04-09,61400,,
2010-04-08,61150,,
2010-04-07,61800,,
2010-04-06,61900,,
2010-04-02,61025,,
2010-04-01,60725,,
2010-03-31,60325,,
2010-03-30,60500,,
2010-03-29,60325,,
2010-03-26,59075,,
2010-03-25,58550,,
2010-03-24,59025,,
2010-03-23,59175,,
2010-03-22,59000,,
2010-03-19,59190,,
2010-03-18,59075,,
2010-03-17,58850,,
2010-03-16,58225,,
2010-03-15,58150,,
2010-03-12,58725,,
2010-03-11,58900,,
2010-03-10,59675,,
2010-03-09,59400,,
2010-03-08,59485,,
2010-03-05,58900,,
2010-03-04,59100,,
2010-03-03,58675,,
2010-03-02,58550,,
2010-03-01,59300,,
2010-02-26,57325,,
2010-02-25,57690,,
2010-02-24,57675,,
2010-02-23,58025,,
2010-02-22,58775,,
2010-02-10,54175,,
2010-02-09,52950,,
2010-02-08,52525,,
2010-02-05,52050,,
2010-02-04,54165,,
2010-02-03,54800,,
2010-02-02,54850,,
2010-02-01,53900,,
2010-01-29,56450,,
2010-01-28,57525,,
2010-01-27,59325,,
2010-01-26,59800,,
2010-01-25,59500,,
2010-01-22,59475,,
2010-01-21,60425,,
2010-01-20,61090,,
2010-01-19,61100,,
2010-01-18,60550,,
2010-01-15,60570,,
2010-01-14,60625,,
2010-01-13,60250,,
2010-01-12,60950,,
2010-01-11,61375,,
2010-01-08,60300,,
2010-01-07,61450,,
2010-01-06,60900,,
2010-01-05,59925,,
2010-01-04,59975,,
2009-12-31,59125,,
2009-12-30,58025,,
2009-12-29,57800,,
2009-12-28,58000,,
2009-12-25,57065,,
2009-12-24,56150,,
2009-12-23,55250,,
2009-12-22,55540,,
2009-12-21,55425,,
2009-12-18,55365,,
2009-12-17,55750,,
2009-12-16,55355,,
2009-12-15,55050,,
2009-12-14,54390,,
2009-12-11,54035,,
2009-12-10,54000,,
2009-12-09,54750,,
2009-12-08,55325,,
2009-12-07,55360,,
2009-12-04,55325,,
2009-12-03,55500,,
2009-12-02,55050,,
2009-12-01,54300,,
2009-11-30,54150,,
2009-11-27,53675,,
2009-11-26,54475,,
2009-11-25,53825,,
