date,copper,usd,eur
2019-04-02,,,
2019-04-01,,,
2019-03-31,,,
2019-03-30,,,
2019-03-29,49765,6.71,
2019-03-28,49380,6.72,
2019-03-27,49340,6.7,
2019-03-26,49200,6.7,
2019-03-25,49350,6.7,
2019-03-24,,,
2019-03-23,,,
2019-03-22,49950,6.71,
2019-03-21,50240,6.67,
2019-03-20,50090,6.7,
2019-03-19,50050,6.7,
2019-03-18,50100,6.7,
2019-03-17,,,
2019-03-16,,,
2019-03-15,49550,6.7,
2019-03-14,49810,6.7,
2019-03-13,49940,6.7,
2019-03-12,49805,6.7,
2019-03-11,49560,6.71,
2019-03-10,,,
2019-03-09,,,
2019-03-08,49670,6.71,
2019-03-07,49840,6.7,
2019-03-06,49935,6.7,
2019-03-05,50250,6.69,
2019-03-04,50020,6.68,
2019-03-03,,,
2019-03-02,,,
2019-03-01,49900,6.69,
2019-02-28,49975,6.68,
2019-02-27,49875,6.68,
2019-02-26,49770,6.68,
2019-02-25,49940,6.68,
2019-02-24,,,
2019-02-23,,,
2019-02-22,49335,6.7,
2019-02-21,49470,6.69,
2019-02-20,49390,6.71,
2019-02-19,48970,6.75,
2019-02-18,48460,6.74,
2019-02-17,,,
2019-02-16,,,
2019-02-15,48110,6.76,
2019-02-14,48000,6.75,
2019-02-13,47515,6.74,
2019-02-12,48100,,
2019-02-11,48150,,
2019-02-10,,,
2019-02-09,,,
2019-02-08,,,
2019-02-07,,,
2019-02-06,,,
2019-02-05,,,
2019-02-04,,,
2019-02-03,,,
2019-02-02,,,
2019-02-01,,,
2019-01-31,,,
2019-01-30,,,
2019-01-29,,,
2019-01-28,,,
2019-01-27,,,
2019-01-26,,,
2019-01-25,,,
2019-01-24,,,
2019-01-23,,,
2019-01-22,,,
2019-01-21,,,
2019-01-20,,,
2019-01-19,,,
2019-01-18,47770,6.76,
2019-01-17,47440,6.75,
2019-01-16,47430,6.76,
2019-01-15,47045,6.74,
2019-01-14,47190,6.74,
2019-01-13,,,
2019-01-12,,,
2019-01-11,47190,6.74,
2019-01-10,47410,6.78,
2019-01-09,47620,6.83,
2019-01-08,47460,6.85,
2019-01-07,47500,6.83,
2019-01-06,,,
2019-01-05,,,
2019-01-04,46820,6.85,
2019-01-03,47400,6.86,
2019-01-02,48000,6.85,
2019-01-01,,,
2018-12-31,,,
2018-12-30,,,
2018-12-29,,,
2018-12-28,48220,6.85,
2018-12-27,48500,6.88,
2018-12-26,48025,6.87,
2018-12-25,47870,6.87,
2018-12-24,48350,6.89,
2018-12-23,,,
2018-12-22,,,
2018-12-21,48400,6.9,
2018-12-20,48300,6.9,
2018-12-19,48280,6.88,
2018-12-18,49030,6.88,
2018-12-17,49150,6.88,
2018-12-16,,,
2018-12-15,,,
2018-12-14,49140,6.88,
2018-12-13,49215,6.86,
2018-12-12,49310,6.87,
2018-12-11,49320,6.89,
2018-12-10,49355,6.88,
2018-12-09,,,
2018-12-08,,,
2018-12-07,49410,6.86,
2018-12-06,49350,6.87,
2018-12-05,49500,6.85,
2018-12-04,49980,6.84,
2018-12-03,50375,6.88,
2018-12-02,,,
2018-12-01,,,
2018-11-30,49710,6.93,
2018-11-29,49720,6.93,
2018-11-28,49100,6.94,
2018-11-27,49320,6.93,
2018-11-26,49425,6.93,
2018-11-25,,,
2018-11-24,,,
2018-11-23,49515,6.93,
2018-11-22,49570,6.92,
2018-11-21,49355,6.93,
2018-11-20,49850,6.93,
2018-11-19,49775,6.93,
2018-11-18,,,
2018-11-17,,,
2018-11-16,49530,6.93,
2018-11-15,49110,6.93,
2018-11-14,48920,6.94,
2018-11-13,48815,6.95,
2018-11-12,49120,6.95,
2018-11-11,,,
2018-11-10,,,
2018-11-09,49425,6.93,
2018-11-08,49470,6.93,
2018-11-07,49590,6.92,
2018-11-06,49590,6.91,
2018-11-05,49930,6.9,
2018-11-04,,,
2018-11-03,,,
2018-11-02,49170,6.9,
2018-11-01,48750,6.95,
2018-10-31,49120,6.95,
2018-10-30,49540,6.95,
2018-10-29,49860,6.94,
2018-10-28,,,
2018-10-27,,,
2018-10-26,49875,6.94,
2018-10-25,49500,6.93,
2018-10-24,50070,6.92,
2018-10-23,50355,6.93,
2018-10-22,50490,6.92,
2018-10-21,,,
2018-10-20,,,
2018-10-19,50030,,
2018-10-18,50235,,
2018-10-17,50150,,
2018-10-16,50435,,
2018-10-15,50890,,
2018-10-14,,,
2018-10-13,,,
2018-10-12,50535,6.9,
2018-10-11,50050,6.91,
2018-10-10,50910,6.91,
2018-10-09,50485,6.9,
2018-10-08,50260,6.89,
2018-10-07,,,
2018-10-06,,,
2018-10-05,,,
2018-10-04,,,
2018-10-03,,,
2018-10-02,,,
2018-10-01,,,
2018-09-30,,,
2018-09-29,,,
2018-09-28,50250,6.87,
2018-09-27,50490,6.86,
2018-09-26,50690,6.86,
2018-09-25,50470,6.85,
2018-09-24,,,
2018-09-23,,,
2018-09-22,,,
2018-09-21,49980,6.83,
2018-09-20,49930,6.84,
2018-09-19,50010,6.85,
2018-09-18,48810,6.85,
2018-09-17,48280,6.86,
2018-09-16,,,
2018-09-15,,,
2018-09-14,48760,6.84,
2018-09-13,48610,6.83,
2018-09-12,47875,,
2018-09-11,47900,,
2018-09-10,47795,,
2018-09-09,,,
2018-09-08,,,
2018-09-07,,,
2018-09-06,47930,6.82,
2018-09-05,47650,6.82,
2018-09-04,48235,6.82,
2018-09-03,48340,6.82,
2018-09-02,,,
2018-09-01,,,
2018-08-31,48630,6.82,
2018-08-30,48780,6.82,
2018-08-29,49070,6.8,
2018-08-28,48600,6.8,
2018-08-27,48800,6.8,
2018-08-26,,,
2018-08-25,,,
2018-08-24,48440,6.88,
2018-08-23,48270,6.86,
2018-08-22,48750,6.83,
2018-08-21,48690,6.86,
2018-08-20,48490,,
2018-08-19,,,
2018-08-18,,,
2018-08-17,48040,,
2018-08-16,47875,,
2018-08-15,48900,,
2018-08-14,49510,,
2018-08-13,49550,,
2018-08-12,,,
2018-08-11,,,
2018-08-10,49800,6.83,
2018-08-09,49525,6.81,
2018-08-08,49480,6.81,
2018-08-07,49295,6.84,
2018-08-06,49300,6.82,
2018-08-05,,,
2018-08-04,,,
2018-08-03,49215,6.86,
2018-08-02,49140,6.81,
2018-08-01,49890,6.8,
2018-07-31,49140,,
2018-07-30,49890,,
2018-07-29,,,
2018-07-28,49785,6.81,
2018-07-27,49920,6.79,
2018-07-26,49920,6.76,
2018-07-25,49895,6.79,
2018-07-24,49190,6.8,
2018-07-23,48730,6.75,
2018-07-22,,,
2018-07-21,,,
2018-07-20,48235,6.78,
2018-07-19,48800,6.73,
2018-07-18,48470,6.69,
2018-07-17,48735,6.67,
2018-07-16,48850,6.68,
2018-07-15,,,
2018-07-14,,,
2018-07-13,48580,6.66,
2018-07-12,48450,6.68,
2018-07-11,48010,6.65,
2018-07-10,49625,6.59,
2018-07-09,49580,6.61,
2018-07-08,,,
2018-07-07,,,
2018-07-06,48860,6.64,
2018-07-05,49650,6.63,
2018-07-04,50690,6.62,
2018-07-03,51080,6.69,
2018-07-02,51210,6.62,
2018-07-01,,,
2018-06-30,,,
2018-06-29,51180,6.6,
2018-06-28,51380,6.61,
2018-06-27,51290,6.59,
2018-06-26,51140,6.54,
2018-06-25,51720,6.52,
2018-06-24,,,
2018-06-23,,,
2018-06-22,51420,6.48,
2018-06-21,51635,6.48,
2018-06-20,51540,6.46,
2018-06-19,52270,6.43,
2018-06-18,,,
2018-06-17,,,
2018-06-16,,,
2018-06-15,53075,6.4,
2018-06-14,53350,6.38,
2018-06-13,53225,6.39,
2018-06-12,53410,6.39,
2018-06-11,53790,6.39,
2018-06-10,,,
2018-06-09,,,
2018-06-08,53440,6.39,
2018-06-07,53610,6.38,
2018-06-06,52570,6.38,
2018-06-05,51830,6.39,
2018-06-04,51850,6.41,
2018-06-03,,,
2018-06-02,,,
2018-06-01,51275,6.4,
2018-05-31,51090,6.4,
2018-05-30,51070,6.41,
2018-05-29,51340,6.4,
2018-05-28,51220,6.38,
2018-05-27,,,
2018-05-26,,,
2018-05-25,51340,6.38,
2018-05-24,51140,6.38,
2018-05-23,51570,6.36,
2018-05-22,51250,6.36,
2018-05-21,51220,6.37,
2018-05-20,,,
2018-05-19,,,
2018-05-18,51015,,
2018-05-17,50945,,
2018-05-16,50750,,
2018-05-15,50950,,
2018-05-14,51175,,
2018-05-13,,,
2018-05-12,,,
2018-05-11,51110,,
2018-05-10,50915,,
2018-05-09,50720,,
2018-05-08,51005,,
2018-05-07,50880,,
2018-05-04,50900,,
2018-05-03,50740,,
2018-05-02,50770,,
2018-04-27,51620,,
2018-04-26,51785,,
2018-04-25,51750,,
2018-04-24,51640,,
2018-04-23,51865,,
2018-04-20,51600,,
2018-04-19,51850,,
2018-04-18,50920,,
2018-04-17,50935,,
2018-04-16,50430,,
2018-04-13,50600,,
2018-04-12,50740,,
2018-04-11,51250,,
2018-04-10,51070,,
2018-04-09,50410,,
2018-04-04,50550,,
2018-04-03,50525,,
2018-04-02,50140,,
2018-03-29,49595,,
2018-03-28,49135,,
2018-03-27,49270,,
2018-03-26,48825,,
2018-03-23,49790,,
2018-03-22,50830,,
2018-03-21,50500,,
2018-03-20,50900,,
2018-03-19,50830,,
2018-03-16,51350,,
2018-03-15,51745,,
2018-03-14,51510,,
2018-03-13,51370,,
2018-03-12,51550,,
2018-03-09,51060,,
2018-03-08,51750,,
2018-03-07,51970,,
2018-03-06,51830,,
2018-03-05,51765,,
2018-03-02,51925,,
2018-03-01,51980,,
2018-02-28,52400,,
2018-02-27,52910,,
2018-02-26,52920,,
2018-02-23,53005,,
2018-02-02,52830,,
2018-02-01,52815,,
2018-01-31,52675,,
2018-01-30,53120,,
2018-01-29,53330,,
2018-01-26,53220,,
2018-01-25,53515,,
2018-01-24,52590,,
2018-01-23,53385,,
2018-01-22,53400,,
2018-01-19,53455,,
2018-01-18,53520,,
2018-01-17,53620,,
2018-01-16,54450,,
2018-01-15,54300,,
2018-01-12,54320,,
2018-01-11,54450,,
2018-01-10,54330,,
2018-01-09,54450,,
2018-01-08,54330,,
2018-01-05,54750,,
2018-01-04,54590,,
2018-01-03,54615,,
2018-01-02,54710,,
2017-12-29,55260,,
2017-12-28,54890,,
2017-12-27,54600,,
2017-12-26,54280,,
2017-12-25,54590,,
2017-12-22,53900,,
2017-12-21,53850,,
2017-12-20,53350,,
2017-12-19,53280,,
2017-12-18,53200,,
2017-12-15,52560,,
2017-12-14,52425,,
2017-12-13,51990,,
2017-12-12,51840,,
2017-12-11,51525,,
2017-12-08,51365,,
2017-12-07,51400,,
2017-12-06,51310,,
2017-12-05,53220,,
2017-12-04,53370,,
2017-12-01,52710,,
2017-11-30,52570,,
2017-11-29,53110,,
2017-11-28,53440,,
2017-11-27,54260,,
2017-11-24,53940,,
2017-11-23,53810,,
2017-11-22,53820,,
2017-11-21,53175,,
2017-11-20,52840,,
2017-11-17,52750,,
2017-11-16,52920,,
2017-11-15,52780,,
2017-11-14,53990,,
2017-11-13,53430,,
2017-11-10,53375,,
2017-11-09,53580,,
2017-11-08,53700,,
2017-11-07,54470,,
2017-11-06,54360,,
2017-11-03,55465,,
2017-11-02,54325,,
2017-11-01,54560,,
2017-10-31,53705,,
2017-10-30,53710,,
2017-10-27,54560,,
2017-10-26,55190,,
2017-10-25,55475,,
2017-10-24,55890,,
2017-10-23,54980,,
2017-10-20,55050,,
2017-10-19,54910,,
2017-10-18,55240,,
2017-10-17,55600,,
2017-10-16,53950,,
2017-10-13,53640,,
2017-10-12,53525,,
2017-10-11,52680,,
2017-10-10,52375,,
2017-10-09,52315,,
2017-09-29,51480,,
2017-09-28,50500,,
2017-09-27,50480,,
2017-09-26,50790,,
2017-09-25,50400,,
2017-09-22,49710,,
2017-09-21,50280,,
2017-09-20,50730,,
2017-09-19,50730,,
2017-09-18,50580,,
2017-09-15,50365,,
2017-09-14,50590,,
2017-09-13,51180,,
2017-09-12,51400,,
2017-09-11,51190,,
2017-09-08,52570,,
2017-09-07,53060,,
2017-09-06,52950,,
2017-09-05,53290,,
2017-09-04,53020,,
2017-09-01,52570,,
2017-08-31,52620,,
2017-08-30,52540,,
2017-08-29,52600,,
2017-08-28,52300,,
2017-08-25,52275,,
2017-08-24,51525,,
2017-08-23,51190,,
2017-08-22,51365,,
2017-08-21,50900,,
2017-08-18,50510,,
2017-08-17,51070,,
2017-08-16,49920,,
2017-08-15,50075,,
2017-08-14,50010,,
2017-08-11,49740,,
2017-08-10,50515,,
2017-08-09,50790,,
2017-08-08,50415,,
2017-08-07,50000,,
2017-08-04,50080,,
2017-08-03,50200,,
2017-08-02,49825,,
2017-08-01,50110,,
2017-07-31,50200,,
2017-07-28,49740,,
2017-07-27,49910,,
2017-07-26,49760,,
2017-07-25,48075,,
2017-07-24,47700,,
2017-07-20,47615,,
2017-07-19,47550,,
2017-07-18,47670,,
2017-07-17,47220,,
2017-07-14,46915,,
2017-07-13,47000,,
2017-07-12,47080,,
2017-07-11,46640,,
2017-07-10,46805,,
2017-07-07,46720,,
2017-07-06,46740,,
2017-07-05,47075,,
2017-07-04,46950,,
2017-07-03,47140,,
2017-06-30,47100,,
2017-06-29,47150,,
2017-06-28,46550,,
2017-06-27,46280,,
2017-06-26,46250,,
2017-06-23,45800,,
2017-06-22,45840,,
2017-06-21,45340,,
2017-06-20,45670,,
2017-06-19,45400,,
2017-06-16,45500,,
2017-06-15,45460,,
2017-06-14,45560,,
2017-06-13,45880,,
2017-06-12,46222,,
2017-06-09,45690,,
2017-06-08,44975,,
2017-06-07,45090,,
2017-06-06,45080,,
2017-06-05,45225,,
2017-06-02,45260,,
2017-06-01,45240,,
2017-05-31,45545,,
2017-05-26,45800,,
2017-05-25,45805,,
2017-05-24,45765,,
2017-05-23,45890,,
2017-05-22,45740,,
2017-05-19,45175,,
2017-05-18,45000,,
2017-05-17,45310,,
2017-05-16,45190,,
2017-05-15,45225,,
2017-05-12,44950,,
2017-05-11,44890,,
2017-05-10,44940,,
2017-05-09,44750,,
2017-05-08,44960,,
2017-05-05,45215,,
2017-05-04,45560,,
2017-05-03,46590,,
2017-05-02,46810,,
2017-04-28,46210,,
2017-04-27,46155,,
2017-04-26,46170,,
2017-04-25,45950,,
2017-04-24,45820,,
2017-04-21,45780,,
2017-04-20,45460,,
2017-04-19,45800,,
2017-04-18,46290,,
2017-04-17,46340,,
2017-04-14,45860,,
2017-04-13,45838,,
2017-04-12,46540,,
2017-04-11,46700,,
2017-04-10,46950,,
2017-04-07,47500,,
2017-04-06,47590,,
2017-04-05,47085,,
2017-03-31,47310,,
2017-03-30,47075,,
2017-03-29,47020,,
2017-03-28,46480,,
2017-03-27,46020,,
2017-03-24,46640,,
2017-03-23,46820,,
2017-03-22,46300,,
2017-03-21,46920,,
2017-03-20,47620,,
2017-03-17,47550,,
2017-03-16,47590,,
2017-03-15,47150,,
2017-03-14,46910,,
2017-03-13,46620,,
2017-03-10,46180,,
2017-03-09,46620,,
2017-03-08,46910,,
2017-03-07,47350,,
2017-03-06,47900,,
2017-03-03,47665,,
2017-03-02,48225,,
2017-03-01,48000,,
2017-02-28,47480,,
2017-02-27,47650,,
2017-02-24,47170,,
2017-02-23,48300,,
2017-02-22,48475,,
2017-02-21,48720,,
2017-02-20,48200,,
2017-02-17,48350,,
2017-02-16,48870,,
2017-02-15,48640,,
2017-02-14,49350,,
2017-02-13,49600,,
2017-02-10,46860,,
2017-02-09,47170,,
2017-02-08,47000,,
2017-02-07,46580,,
2017-02-06,46450,,
2017-02-03,46650,,
2017-01-19,46530,,
2017-01-18,46190,,
2017-01-17,46850,,
2017-01-16,47675,,
2017-01-13,47280,,
2017-01-12,46750,,
2017-01-11,46740,,
2017-01-10,45520,,
2017-01-09,45400,,
2017-01-06,45165,,
2017-01-05,45470,,
2017-01-04,44740,,
2017-01-03,45685,,
2016-12-30,44975,,
2016-12-29,45080,,
2016-12-28,45320,,
2016-12-27,44045,,
2016-12-26,43700,,
2016-12-23,44630,,
2016-12-22,44710,,
2016-12-21,44970,,
2016-12-20,45730,,
2016-12-16,46500,,
2016-12-15,46670,,
2016-12-14,46275,,
2016-12-13,46690,,
2016-12-12,47640,,
2016-12-09,46830,,
2016-12-08,46950,,
2016-12-07,47470,,
2016-12-06,47570,,
2016-12-05,46850,,
2016-12-02,46320,,
2016-12-01,46735,,
2016-11-30,45940,,
2016-11-29,47380,,
2016-11-28,48350,,
2016-11-25,47800,,
2016-11-24,47960,,
2016-11-23,45625,,
2016-11-22,45570,,
2016-11-21,44425,,
2016-11-18,43820,,
2016-11-17,43660,,
2016-11-16,44190,,
2016-11-15,45725,,
2016-11-14,45650,,
2016-11-11,44940,,
2016-11-10,44825,,
2016-11-09,41525,,
2016-11-08,40510,,
2016-11-07,39825,,
2016-11-04,39240,,
2016-11-03,38950,,
2016-11-02,38895,,
2016-11-01,38755,,
2016-10-31,38500,,
2016-10-28,38370,,
2016-10-27,37990,,
2016-10-26,38140,,
2016-10-25,38110,,
2016-10-24,37590,,
2016-10-21,37350,,
2016-10-20,37485,,
2016-10-19,37420,,
2016-10-18,37400,,
2016-10-17,37420,,
2016-10-14,37595,,
2016-10-13,38025,,
2016-10-12,38080,,
2016-10-11,38120,,
2016-10-10,37700,,
2016-09-30,37770,,
2016-09-29,38040,,
2016-09-28,37625,,
2016-09-27,37685,,
2016-09-26,37830,,
2016-09-23,37785,,
2016-09-22,37625,,
2016-09-21,37340,,
2016-09-20,37305,,
2016-09-19,37210,,
2016-09-14,36800,,
2016-09-13,36690,,
2016-09-12,36380,,
2016-09-09,36730,,
2016-09-08,36715,,
2016-09-07,36710,,
2016-09-06,36585,,
2016-09-05,36630,,
2016-09-02,36605,,
2016-09-01,36475,,
2016-08-31,36355,,
2016-08-30,36465,,
2016-08-29,36420,,
2016-08-26,36380,,
2016-08-25,36280,,
2016-08-24,36720,,
2016-08-23,37065,,
2016-08-22,37160,,
2016-08-19,37170,,
2016-08-18,37185,,
2016-08-17,37200,,
2016-08-16,37065,,
2016-08-15,37170,,
2016-08-12,37450,,
2016-08-11,37415,,
2016-08-10,37300,,
2016-08-09,37350,,
2016-08-08,37560,,
2016-08-05,37600,,
2016-08-04,37750,,
2016-08-03,37875,,
2016-08-02,37810,,
2016-08-01,37890,,
2016-07-29,37850,,
2016-07-28,37720,,
2016-07-27,37940,,
2016-07-26,37710,,
2016-07-25,38085,,
2016-07-22,38325,,
2016-07-21,38420,,
2016-07-20,38230,,
2016-07-19,38260,,
2016-07-18,37925,,
2016-07-15,38310,,
2016-07-14,38360,,
2016-07-13,38510,,
2016-07-12,37050,,
2016-07-11,36860,,
2016-07-08,36650,,
2016-07-07,37220,,
2016-07-06,37370,,
2016-07-05,37590,,
2016-07-04,38160,,
2016-07-01,37425,,
2016-06-30,37510,,
2016-06-29,37090,,
2016-06-28,36790,,
2016-06-27,36470,,
2016-06-24,36290,,
2016-06-23,36210,,
2016-06-22,35970,,
2016-06-21,35825,,
2016-06-20,35680,,
2016-06-17,35580,,
2016-06-16,35840,,
2016-06-15,35400,,
2016-06-14,35575,,
2016-06-13,35550,,
2016-06-08,35620,,
2016-06-07,36135,,
2016-06-06,36300,,
2016-06-03,35600,,
2016-06-02,35420,,
2016-06-01,35420,,
2016-05-31,35810,,
2016-05-30,35760,,
2016-05-27,35830,,
2016-05-26,35920,,
2016-05-25,35640,,
2016-05-24,35250,,
2016-05-23,35230,,
2016-05-20,35350,,
2016-05-19,35440,,
2016-05-18,35620,,
2016-05-17,35610,,
2016-05-16,35340,,
2016-05-13,35300,,
2016-05-12,35970,,
2016-05-11,35800,,
2016-05-10,35800,,
2016-05-09,35980,,
2016-05-06,36430,,
2016-05-05,36900,,
2016-05-04,37075,,
2016-05-03,37390,,
2016-04-29,37350,,
2016-04-28,37050,,
2016-04-27,37500,,
2016-04-26,37550,,
2016-04-25,37780,,
2016-04-22,37700,,
2016-04-21,37460,,
2016-04-20,37270,,
2016-04-19,36790,,
2016-04-18,36830,,
2016-04-15,36900,,
2016-04-14,36750,,
2016-04-13,36860,,
2016-04-12,35850,,
2016-04-11,36000,,
2016-04-08,35880,,
2016-04-07,36730,,
2016-04-06,36650,,
2016-04-05,36610,,
2016-04-01,36880,,
2016-03-31,36705,,
2016-03-30,37250,,
2016-03-29,37565,,
2016-03-28,37620,,
2016-03-25,37510,,
2016-03-24,37390,,
2016-03-23,38050,,
2016-03-22,37900,,
2016-03-21,37940,,
2016-03-18,38110,,
2016-03-17,37480,,
2016-03-16,37000,,
2016-03-15,37010,,
2016-03-14,37470,,
2016-03-11,37070,,
2016-03-10,36960,,
2016-03-09,36700,,
2016-03-08,37350,,
2016-03-07,37700,,
2016-03-04,37110,,
2016-03-03,36505,,
2016-03-02,36115,,
2016-03-01,35490,,
2016-02-29,35750,,
2016-02-26,35550,,
2016-02-25,35875,,
2016-02-24,35675,,
2016-02-23,35880,,
2016-02-22,35870,,
2016-02-19,35400,,
2016-02-18,35360,,
2016-02-17,35260,,
2016-02-16,35580,,
2016-02-15,35415,,
2016-02-04,35950,,
2016-02-03,35200,,
2016-02-02,35240,,
2016-02-01,35210,,
2016-01-29,35300,,
2016-01-28,35490,,
2016-01-27,35435,,
2016-01-26,34850,,
2016-01-25,34852,,
2016-01-22,35010,,
2016-01-21,34950,,
2016-01-20,34925,,
2016-01-19,34800,,
2016-01-18,34830,,
2016-01-15,34950,,
2016-01-14,34660,,
2016-01-13,34825,,
2016-01-12,34910,,
2016-01-11,35290,,
2016-01-08,35770,,
2016-01-07,36220,,
2016-01-06,36280,,
2016-01-05,36150,,
2016-01-04,36190,,
2015-12-31,36640,,
2015-12-30,36510,,
2015-12-29,35950,,
2015-12-28,36180,,
2015-12-25,36250,,
2015-12-24,36310,,
2015-12-23,36050,,
2015-12-22,36280,,
2015-12-21,36010,,
2015-12-18,35380,,
2015-12-17,35510,,
2015-12-16,35550,,
2015-12-15,36115,,
2015-12-14,36310,,
2015-12-11,35345,,
2015-12-10,35260,,
2015-12-09,35270,,
2015-12-08,34935,,
2015-12-07,35430,,
2015-12-04,34840,,
2015-12-03,34940,,
2015-12-02,35435,,
2015-12-01,35215,,
2015-11-30,34660,,
2015-11-27,35210,,
2015-11-26,35170,,
2015-11-25,34450,,
2015-11-24,33625,,
2015-11-23,33800,,
2015-11-20,34730,,
2015-11-19,34635,,
2015-11-18,34750,,
2015-11-17,35000,,
2015-11-16,36370,,
2015-11-13,36550,,
2015-11-12,37350,,
2015-11-11,37500,,
2015-11-10,37530,,
2015-11-09,37960,,
2015-11-06,38040,,
2015-11-05,38585,,
2015-11-04,38720,,
2015-11-03,,,
2015-11-02,38570,,
2015-10-30,38730,,
2015-10-29,39050,,
2015-10-28,39070,,
2015-10-27,39025,,
2015-10-26,39110,,
2015-10-23,39510,,
2015-10-22,39225,,
2015-10-21,39040,,
2015-10-20,39180,,
2015-10-19,39540,,
2015-10-16,39950,,
2015-10-15,40165,,
2015-10-14,39820,,
2015-10-13,39700,,
2015-10-12,40155,,
2015-10-09,39690,,
2015-10-08,39420,,
2015-09-30,38290,,
2015-09-29,38030,,
2015-09-28,38800,,
2015-09-25,39070,,
2015-09-24,38950,,
2015-09-23,38800,,
2015-09-22,40160,,
2015-09-21,40135,,
2015-09-18,40870,,
2015-09-17,41150,,
2015-09-16,40680,,
2015-09-15,40680,,
2015-09-14,41025,,
2015-09-11,41160,,
2015-09-10,40850,,
2015-09-09,41060,,
2015-09-08,39530,,
2015-09-07,39420,,
2015-09-02,39200,,
2015-09-01,39405,,
2015-08-31,39270,,
2015-08-28,39400,,
2015-08-27,38930,,
2015-08-26,39250,,
2015-08-25,39110,,
2015-08-24,38400,,
2015-08-21,39180,,
2015-08-20,38750,,
2015-08-19,38720,,
2015-08-18,39190,,
2015-08-17,39220,,
2015-08-14,39500,,
2015-08-13,39460,,
2015-08-12,39140,,
2015-08-11,39500,,
2015-08-10,38230,,
2015-08-07,38310,,
2015-08-06,38570,,
2015-08-05,38460,,
2015-08-04,38390,,
2015-08-03,38740,,
2015-07-31,39000,,
2015-07-30,39430,,
2015-07-29,39710,,
2015-07-28,38920,,
2015-07-27,39230,,
2015-07-24,39025,,
2015-07-23,39690,,
2015-07-22,40220,,
2015-07-21,40590,,
2015-07-20,40340,,
2015-07-17,41015,,
2015-07-16,40960,,
2015-07-15,41270,,
2015-07-14,41180,,
2015-07-13,40930,,
2015-07-10,41660,,
2015-07-09,41200,,
2015-07-08,39650,,
2015-07-07,41290,,
2015-07-06,42130,,
2015-07-03,42800,,
2015-07-02,42800,,
2015-07-01,42575,,
2015-06-30,42725,,
2015-06-29,42620,,
2015-06-26,42470,,
2015-06-25,42315,,
2015-06-24,42370,,
2015-06-23,42310,,
2015-06-19,42270,,
2015-06-18,42400,,
2015-06-17,42160,,
2015-06-16,42510,,
2015-06-15,42830,,
2015-06-12,43020,,
2015-06-11,43860,,
2015-06-10,43545,,
2015-06-09,43435,,
2015-06-08,43380,,
2015-06-05,43120,,
2015-06-04,43680,,
2015-06-03,44000,,
2015-06-02,43740,,
2015-06-01,43940,,
2015-05-29,44450,,
2015-05-28,44330,,
2015-05-27,44400,,
2015-05-26,44950,,
2015-05-25,44820,,
2015-05-22,45230,,
2015-05-21,45220,,
2015-05-20,45120,,
2015-05-19,45950,,
2015-05-18,46120,,
2015-05-15,45940,,
2015-05-14,46050,,
2015-05-13,46150,,
2015-05-12,45860,,
2015-05-11,45840,,
2015-05-07,45850,,
2015-05-06,46075,,
2015-05-05,45865,,
2015-05-04,45800,,
2015-04-30,44350,,
2015-04-29,44150,,
2015-04-28,44090,,
2015-04-27,44090,,
2015-04-24,43650,,
2015-04-23,43410,,
2015-04-22,43570,,
2015-04-21,43650,,
2015-04-20,44120,,
2015-04-17,43860,,
2015-04-16,43520,,
2015-04-15,43130,,
2015-04-14,43530,,
2015-04-13,,,
2015-04-10,43600,,
2015-04-09,43440,,
2015-04-08,43580,,
2015-04-07,43585,,
2015-04-03,43520,,
2015-04-02,43525,,
2015-04-01,43420,,
2015-03-31,43635,,
2015-03-30,43625,,
2015-03-27,43510,,
2015-03-26,43650,,
2015-03-25,43435,,
2015-03-24,43680,,
2015-03-23,43465,,
2015-03-20,42150,,
2015-03-19,41650,,
2015-03-18,42140,,
2015-03-17,42490,,
2015-03-16,42570,,
2015-03-13,42720,,
2015-03-12,41960,,
2015-03-11,42185,,
2015-03-10,42515,,
2015-03-09,41910,,
2015-03-06,42430,,
2015-03-05,42520,,
2015-03-04,42500,,
2015-03-03,42550,,
2015-03-02,42880,,
2015-02-27,42625,,
2015-01-23,41350,,
2015-01-22,41935,,
2015-01-21,41620,,
2015-01-20,41740,,
2015-01-19,41950,,
2015-01-16,41310,,
2015-01-15,41200,,
2015-01-14,41020,,
2015-01-13,44225,,
2015-01-12,44880,,
2015-01-09,45190,,
2015-01-08,45490,,
2015-01-07,45600,,
2015-01-06,45675,,
2015-01-05,46110,,
2014-12-31,46550,,
2014-12-30,46125,,
2014-12-29,46030,,
2014-12-25,46320,,
2014-12-24,46350,,
2014-12-23,46500,,
2014-12-10,46980,,
2014-12-09,46550,,
2014-12-08,46925,,
2014-12-05,46920,,
2014-12-04,46675,,
2014-12-03,46450,,
2014-12-02,46480,,
2014-12-01,45500,,
2014-11-28,47100,,
2014-11-27,47670,,
2014-11-26,47740,,
2014-11-25,48020,,
2014-11-24,48280,,
2014-11-21,48010,,
2014-11-20,47990,,
2014-11-19,47875,,
2014-11-18,47960,,
2014-11-17,48200,,
2014-11-14,47740,,
2014-11-13,48010,,
2014-11-12,48090,,
2014-11-11,47980,,
2014-11-10,48285,,
2014-11-07,48050,,
2014-11-06,47925,,
2014-11-05,47950,,
2014-11-04,48380,,
2014-11-03,48240,,
2014-10-31,48340,,
